[2024-02-29 16:05:08.531] 
[2024-02-29 16:05:10.747] 1.30
[2024-02-29 16:05:10.755] -11.97
[2024-02-29 16:05:10.763] -19.87
[2024-02-29 16:05:10.771] -18.02
[2024-02-29 16:05:10.779] -10.73
[2024-02-29 16:05:10.787] -5.77
[2024-02-29 16:05:10.795] -8.39
[2024-02-29 16:05:10.803] -17.08
[2024-02-29 16:05:10.811] -23.06
[2024-02-29 16:05:10.819] -18.89
[2024-02-29 16:05:10.827] -6.73
[2024-02-29 16:05:10.835] 4.09
[2024-02-29 16:05:10.843] 6.92
[2024-02-29 16:05:10.851] 2.41
[2024-02-29 16:05:10.859] -4.61
[2024-02-29 16:05:10.867] -9.88
[2024-02-29 16:05:10.875] -9.72
[2024-02-29 16:05:10.883] -2.03
[2024-02-29 16:05:10.891] 9.89
[2024-02-29 16:05:10.899] 19.05
[2024-02-29 16:05:10.907] 20.70
[2024-02-29 16:05:10.915] 14.69
[2024-02-29 16:05:10.923] 3.42
[2024-02-29 16:05:10.931] -8.06
[2024-02-29 16:05:10.939] -13.06
[2024-02-29 16:05:10.948] -7.94
[2024-02-29 16:05:10.959] 3.91
[2024-02-29 16:05:10.966] 14.38
[2024-02-29 16:05:10.967] 17.34
[2024-02-29 16:05:10.975] 12.25
[2024-02-29 16:05:10.983] 3.03
[2024-02-29 16:05:10.991] -4.28
[2024-02-29 16:05:11.007] -6.34
[2024-02-29 16:05:11.015] -4.81
[2024-02-29 16:05:11.023] -3.28
[2024-02-29 16:05:11.031] -3.91
[2024-02-29 16:05:11.039] -5.28
[2024-02-29 16:05:11.047] -5.00
[2024-02-29 16:05:11.055] -1.94
[2024-02-29 16:05:11.063] 1.22
[2024-02-29 16:05:11.071] -1.44
[2024-02-29 16:05:11.079] -13.03
[2024-02-29 16:05:11.087] -28.22
[2024-02-29 16:05:11.095] -36.75
[2024-02-29 16:05:11.103] -34.94
[2024-02-29 16:05:11.111] -26.94
[2024-02-29 16:05:11.119] -16.50
[2024-02-29 16:05:11.119] -6.38
[2024-02-29 16:05:11.135] 0.09
[2024-02-29 16:05:11.135] 0.63
[2024-02-29 16:05:11.151] -5.66
[2024-02-29 16:05:11.159] -17.22
[2024-02-29 16:05:11.159] -27.37
[2024-02-29 16:05:11.167] -26.31
[2024-02-29 16:05:11.183] -12.66
[2024-02-29 16:05:11.191] 4.34
[2024-02-29 16:05:11.199] 12.06
[2024-02-29 16:05:11.207] 4.38
[2024-02-29 16:05:11.215] -14.47
[2024-02-29 16:05:11.223] -31.56
[2024-02-29 16:05:11.231] -34.63
[2024-02-29 16:05:11.239] -22.84
[2024-02-29 16:05:11.247] -7.56
[2024-02-29 16:05:11.255] -2.06
[2024-02-29 16:05:11.263] -10.91
[2024-02-29 16:05:11.271] -27.94
[2024-02-29 16:05:11.279] -40.59
[2024-02-29 16:05:11.287] -40.63
[2024-02-29 16:05:11.295] -29.25
[2024-02-29 16:05:11.303] -14.50
[2024-02-29 16:05:11.311] -3.81
[2024-02-29 16:05:11.319] 2.25
[2024-02-29 16:05:11.327] 8.72
[2024-02-29 16:05:11.335] 17.53
[2024-02-29 16:05:11.343] 23.03
[2024-02-29 16:05:11.343] 17.37
[2024-02-29 16:05:11.359] -0.12
[2024-02-29 16:05:11.367] -19.62
[2024-02-29 16:05:11.375] -28.03
[2024-02-29 16:05:11.383] -21.16
[2024-02-29 16:05:11.391] -7.03
[2024-02-29 16:05:11.399] 3.25
[2024-02-29 16:05:11.407] 5.75
[2024-02-29 16:05:11.415] 3.72
[2024-02-29 16:05:11.423] 1.81
[2024-02-29 16:05:11.431] 1.84
[2024-02-29 16:05:11.439] 4.03
[2024-02-29 16:05:11.447] 9.00
[2024-02-29 16:05:11.455] 17.50
[2024-02-29 16:05:11.463] 27.09
[2024-02-29 16:05:11.471] 32.25
[2024-02-29 16:05:11.480] 28.16
[2024-02-29 16:05:11.489] 16.00
[2024-02-29 16:05:11.497] 2.34
[2024-02-29 16:05:11.497] -5.97
[2024-02-29 16:05:11.505] -6.91
[2024-02-29 16:05:11.513] -4.28
[2024-02-29 16:05:11.521] -3.50
[2024-02-29 16:05:11.529] -4.66
[2024-02-29 16:05:11.537] -2.56
[2024-02-29 16:05:11.545] 5.53
[2024-02-29 16:05:11.553] 14.72
[2024-02-29 16:05:11.561] 18.53
[2024-02-29 16:05:11.569] 17.16
[2024-02-29 16:05:11.577] 16.91
[2024-02-29 16:05:11.585] 20.78
[2024-02-29 16:05:11.593] 24.56
[2024-02-29 16:05:11.609] 22.62
[2024-02-29 16:05:11.609] 13.25
[2024-02-29 16:05:11.625] -0.41
[2024-02-29 16:05:11.633] -12.97
[2024-02-29 16:05:11.641] -19.16
[2024-02-29 16:05:11.649] -17.22
[2024-02-29 16:05:11.657] -10.78
[2024-02-29 16:05:11.665] -5.22
[2024-02-29 16:05:11.673] -3.84
[2024-02-29 16:05:11.681] -6.31
[2024-02-29 16:05:11.681] -10.97
[2024-02-29 16:05:11.697] -16.66
[2024-02-29 16:05:11.705] -22.19
[2024-02-29 16:05:11.713] -25.06
[2024-02-29 16:05:11.721] -23.25
[2024-02-29 16:05:11.729] -17.91
[2024-02-29 16:05:11.737] -14.88
[2024-02-29 16:05:11.737] -19.94
[2024-02-29 16:05:11.745] -31.94
[2024-02-29 16:05:11.753] -43.88
[2024-02-29 16:05:11.761] -50.78
[2024-02-29 16:05:11.769] -54.13
[2024-02-29 16:05:11.785] -59.16
[2024-02-29 16:05:11.793] -68.87
[2024-02-29 16:05:11.801] -79.78
[2024-02-29 16:05:11.809] -84.59
[2024-02-29 16:05:11.817] -78.81
[2024-02-29 16:05:11.825] -64.31
[2024-02-29 16:05:11.833] -48.69
[2024-02-29 16:05:11.841] -38.38
[2024-02-29 16:05:11.849] -33.59
[2024-02-29 16:05:11.857] -29.00
[2024-02-29 16:05:11.865] -18.25
[2024-02-29 16:05:11.873] 0.81
[2024-02-29 16:05:11.873] 24.25
[2024-02-29 16:05:11.889] 46.09
[2024-02-29 16:05:11.897] 63.81
[2024-02-29 16:05:11.905] 79.03
[2024-02-29 16:05:11.913] 92.94
[2024-02-29 16:05:11.921] 102.31
[2024-02-29 16:05:11.929] 102.81
[2024-02-29 16:05:11.937] 94.62
[2024-02-29 16:05:11.945] 81.66
[2024-02-29 16:05:11.953] 67.41
[2024-02-29 16:05:11.961] 52.25
[2024-02-29 16:05:11.969] 36.69
[2024-02-29 16:05:11.977] 23.41
[2024-02-29 16:05:11.985] 15.13
[2024-02-29 16:05:11.993] 11.34
[2024-02-29 16:05:12.001] 8.31
[2024-02-29 16:05:12.010] 1.34
[2024-02-29 16:05:12.017] -11.63
[2024-02-29 16:05:12.026] -27.72
[2024-02-29 16:05:12.034] -42.31
[2024-02-29 16:05:12.042] -52.13
[2024-02-29 16:05:12.050] -55.25
[2024-02-29 16:05:12.058] -51.06
[2024-02-29 16:05:12.066] -40.31
[2024-02-29 16:05:12.074] -23.87
[2024-02-29 16:05:12.082] -4.03
[2024-02-29 16:05:12.090] 14.84
[2024-02-29 16:05:12.098] 27.37
[2024-02-29 16:05:12.106] 30.47
[2024-02-29 16:05:12.106] 25.41
[2024-02-29 16:05:12.114] 16.59
[2024-02-29 16:05:12.130] 9.59
[2024-02-29 16:05:12.130] 8.19
[2024-02-29 16:05:12.146] 12.34
[2024-02-29 16:05:12.146] 18.25
[2024-02-29 16:05:12.162] 21.16
[2024-02-29 16:05:12.170] 20.00
[2024-02-29 16:05:12.178] 16.22
[2024-02-29 16:05:12.186] 5.06
[2024-02-29 16:05:12.194] -24.56
[2024-02-29 16:05:12.202] -73.62
[2024-02-29 16:05:12.210] -121.00
[2024-02-29 16:05:12.218] -136.78
[2024-02-29 16:05:12.226] -102.06
[2024-02-29 16:05:12.234] -21.75
[2024-02-29 16:05:12.242] 71.41
[2024-02-29 16:05:12.250] 130.69
[2024-02-29 16:05:12.250] 129.75
[2024-02-29 16:05:12.258] 84.44
[2024-02-29 16:05:12.266] 37.03
[2024-02-29 16:05:12.282] 19.31
[2024-02-29 16:05:12.282] 30.97
[2024-02-29 16:05:12.290] 48.81
[2024-02-29 16:05:12.306] 49.94
[2024-02-29 16:05:12.306] 27.41
[2024-02-29 16:05:12.314] -9.09
[2024-02-29 16:05:12.330] -42.38
[2024-02-29 16:05:12.338] -58.13
[2024-02-29 16:05:12.346] -51.59
[2024-02-29 16:05:12.354] -29.50
[2024-02-29 16:05:12.362] -7.69
[2024-02-29 16:05:12.370] -1.19
[2024-02-29 16:05:12.378] -13.16
[2024-02-29 16:05:12.386] -34.09
[2024-02-29 16:05:12.394] -53.31
[2024-02-29 16:05:12.402] -67.12
[2024-02-29 16:05:12.410] -76.47
[2024-02-29 16:05:12.418] -78.69
[2024-02-29 16:05:12.426] -65.16
[2024-02-29 16:05:12.434] -32.66
[2024-02-29 16:05:12.434] 6.88
[2024-02-29 16:05:12.442] 35.03
[2024-02-29 16:05:12.458] 42.81
[2024-02-29 16:05:12.466] 36.28
[2024-02-29 16:05:12.466] 26.91
[2024-02-29 16:05:12.482] 22.06
[2024-02-29 16:05:12.482] 20.50
[2024-02-29 16:05:12.490] 17.94
[2024-02-29 16:05:12.506] 12.63
[2024-02-29 16:05:12.506] 7.41
[2024-02-29 16:05:12.522] 6.56
[2024-02-29 16:05:12.530] 11.41
[2024-02-29 16:05:12.534] 17.28
[2024-02-29 16:05:12.544] 18.03
[2024-02-29 16:05:12.551] 13.66
[2024-02-29 16:05:12.559] 11.63
[2024-02-29 16:05:12.567] 18.28
[2024-02-29 16:05:12.575] 31.12
[2024-02-29 16:05:12.583] 40.81
[2024-02-29 16:05:12.591] 38.19
[2024-02-29 16:05:12.599] 23.22
[2024-02-29 16:05:12.607] 6.41
[2024-02-29 16:05:12.615] -0.31
[2024-02-29 16:05:12.623] 4.47
[2024-02-29 16:05:12.631] 10.13
[2024-02-29 16:05:12.639] 5.09
[2024-02-29 16:05:12.647] -8.34
[2024-02-29 16:05:12.655] -15.66
[2024-02-29 16:05:12.663] -6.38
[2024-02-29 16:05:12.671] 14.66
[2024-02-29 16:05:12.679] 32.78
[2024-02-29 16:05:12.687] 37.47
[2024-02-29 16:05:12.695] 29.44
[2024-02-29 16:05:12.703] 15.25
[2024-02-29 16:05:12.711] -2.00
[2024-02-29 16:05:12.719] -22.00
[2024-02-29 16:05:12.727] -41.66
[2024-02-29 16:05:12.735] -54.59
[2024-02-29 16:05:12.743] -56.38
[2024-02-29 16:05:12.751] -48.72
[2024-02-29 16:05:12.759] -39.34
[2024-02-29 16:05:12.767] -35.97
[2024-02-29 16:05:12.791] -40.22
[2024-02-29 16:05:12.791] -47.44
[2024-02-29 16:05:12.799] -51.56
[2024-02-29 16:05:12.799] -48.63
[2024-02-29 16:05:12.807] -36.81
[2024-02-29 16:05:12.815] -18.47
[2024-02-29 16:05:12.823] -1.37
[2024-02-29 16:05:12.831] 4.06
[2024-02-29 16:05:12.839] -8.25
[2024-02-29 16:05:12.847] -33.16
[2024-02-29 16:05:12.855] -53.00
[2024-02-29 16:05:12.863] -49.50
[2024-02-29 16:05:12.871] -19.62
[2024-02-29 16:05:12.879] 18.19
[2024-02-29 16:05:12.887] 37.25
[2024-02-29 16:05:12.895] 22.19
[2024-02-29 16:05:12.903] -19.12
[2024-02-29 16:05:12.911] -62.16
[2024-02-29 16:05:12.919] -80.44
[2024-02-29 16:05:12.927] -64.59
[2024-02-29 16:05:12.935] -33.66
[2024-02-29 16:05:12.943] -17.62
[2024-02-29 16:05:12.951] -22.22
[2024-02-29 16:05:12.959] -22.41
[2024-02-29 16:05:12.967] 2.34
[2024-02-29 16:05:12.975] 36.28
[2024-02-29 16:05:12.983] 46.81
[2024-02-29 16:05:12.991] 26.62
[2024-02-29 16:05:12.999] -1.63
[2024-02-29 16:05:13.007] -12.94
[2024-02-29 16:05:13.015] 3.03
[2024-02-29 16:05:13.023] 40.59
[2024-02-29 16:05:13.031] 79.50
[2024-02-29 16:05:13.039] 96.62
[2024-02-29 16:05:13.047] 85.37
[2024-02-29 16:05:13.055] 59.50
[2024-02-29 16:05:13.063] 37.56
[2024-02-29 16:05:13.071] 29.66
[2024-02-29 16:05:13.087] 33.41
[2024-02-29 16:05:13.087] 38.38
[2024-02-29 16:05:13.095] 35.88
[2024-02-29 16:05:13.103] 23.41
[2024-02-29 16:05:13.111] 3.16
[2024-02-29 16:05:13.119] -18.12
[2024-02-29 16:05:13.127] -30.22
[2024-02-29 16:05:13.135] -27.22
[2024-02-29 16:05:13.143] -12.09
[2024-02-29 16:05:13.151] 8.38
[2024-02-29 16:05:13.159] 27.97
[2024-02-29 16:05:13.167] 41.00
[2024-02-29 16:05:13.175] 43.91
[2024-02-29 16:05:13.183] 39.88
[2024-02-29 16:05:13.191] 36.66
[2024-02-29 16:05:13.199] 35.78
[2024-02-29 16:05:13.207] 30.34
[2024-02-29 16:05:13.215] 15.84
[2024-02-29 16:05:13.223] -1.19
[2024-02-29 16:05:13.231] -8.97
[2024-02-29 16:05:13.239] -1.69
[2024-02-29 16:05:13.247] 15.53
[2024-02-29 16:05:13.255] 29.59
[2024-02-29 16:05:13.263] 29.56
[2024-02-29 16:05:13.271] 16.59
[2024-02-29 16:05:13.279] 2.22
[2024-02-29 16:05:13.287] -4.22
[2024-02-29 16:05:13.295] -4.28
[2024-02-29 16:05:13.303] -6.69
[2024-02-29 16:05:13.311] -16.72
[2024-02-29 16:05:13.319] -30.50
[2024-02-29 16:05:13.327] -39.78
[2024-02-29 16:05:13.335] -39.88
[2024-02-29 16:05:13.343] -32.47
[2024-02-29 16:05:13.351] -21.69
[2024-02-29 16:05:13.359] -8.88
[2024-02-29 16:05:13.367] 3.81
[2024-02-29 16:05:13.375] 8.91
[2024-02-29 16:05:13.383] 1.09
[2024-02-29 16:05:13.391] -15.00
[2024-02-29 16:05:13.399] -27.12
[2024-02-29 16:05:13.407] -26.59
[2024-02-29 16:05:13.415] -13.75
[2024-02-29 16:05:13.423] 4.69
[2024-02-29 16:05:13.431] 18.44
[2024-02-29 16:05:13.439] 18.09
[2024-02-29 16:05:13.447] 1.12
[2024-02-29 16:05:13.455] -23.91
[2024-02-29 16:05:13.463] -41.22
[2024-02-29 16:05:13.471] -39.56
[2024-02-29 16:05:13.479] -21.53
[2024-02-29 16:05:13.487] -0.75
[2024-02-29 16:05:13.495] 10.38
[2024-02-29 16:05:13.503] 9.81
[2024-02-29 16:05:13.511] 5.31
[2024-02-29 16:05:13.519] 3.88
[2024-02-29 16:05:13.535] 4.19
[2024-02-29 16:05:13.535] 0.81
[2024-02-29 16:05:13.543] -8.34
[2024-02-29 16:05:13.551] -18.84
[2024-02-29 16:05:13.559] -23.16
[2024-02-29 16:05:13.567] -17.69
[2024-02-29 16:05:13.576] -5.25
[2024-02-29 16:05:13.590] 5.75
[2024-02-29 16:05:13.590] 9.81
[2024-02-29 16:05:13.598] 10.75
[2024-02-29 16:05:13.606] 16.00
[2024-02-29 16:05:13.614] 26.78
[2024-02-29 16:05:13.622] 36.97
[2024-02-29 16:05:13.638] 39.41
[2024-02-29 16:05:13.646] 31.37
[2024-02-29 16:05:13.646] 15.00
[2024-02-29 16:05:13.654] -2.50
[2024-02-29 16:05:13.662] -10.06
[2024-02-29 16:05:13.670] -1.56
[2024-02-29 16:05:13.686] 17.69
[2024-02-29 16:05:13.694] 36.31
[2024-02-29 16:05:13.702] 47.09
[2024-02-29 16:05:13.710] 47.69
[2024-02-29 16:05:13.710] 37.31
[2024-02-29 16:05:13.718] 16.94
[2024-02-29 16:05:13.734] -7.16
[2024-02-29 16:05:13.742] -26.44
[2024-02-29 16:05:13.742] -33.75
[2024-02-29 16:05:13.758] -27.66
[2024-02-29 16:05:13.766] -13.69
[2024-02-29 16:05:13.774] -0.84
[2024-02-29 16:05:13.782] 4.00
[2024-02-29 16:05:13.790] 1.53
[2024-02-29 16:05:13.790] -0.97
[2024-02-29 16:05:13.798] 3.19
[2024-02-29 16:05:13.814] 10.88
[2024-02-29 16:05:13.814] 13.09
[2024-02-29 16:05:13.822] 6.31
[2024-02-29 16:05:13.838] -4.41
[2024-02-29 16:05:13.838] -11.53
[2024-02-29 16:05:13.846] -10.81
[2024-02-29 16:05:13.862] -3.31
[2024-02-29 16:05:13.862] 3.53
[2024-02-29 16:05:13.870] 0.34
[2024-02-29 16:05:13.886] -19.12
[2024-02-29 16:05:13.894] -53.56
[2024-02-29 16:05:13.902] -91.87
[2024-02-29 16:05:13.950] -117.25
[2024-02-29 16:05:13.950] -118.44
[2024-02-29 16:05:13.950] -98.72
[2024-02-29 16:05:13.950] -72.69
[2024-02-29 16:05:13.950] -55.19
[2024-02-29 16:05:13.958] -51.00
[2024-02-29 16:05:13.958] -55.19
[2024-02-29 16:05:13.958] -58.81
[2024-02-29 16:05:13.966] -56.63
[2024-02-29 16:05:13.974] -48.97
[2024-02-29 16:05:13.982] -39.91
[2024-02-29 16:05:13.990] -33.31
[2024-02-29 16:05:13.998] -30.22
[2024-02-29 16:05:14.006] -28.72
[2024-02-29 16:05:14.014] -25.09
[2024-02-29 16:05:14.022] -15.81
[2024-02-29 16:05:14.038] 0.72
[2024-02-29 16:05:14.038] 24.06
[2024-02-29 16:05:14.046] 50.56
[2024-02-29 16:05:14.062] 72.34
[2024-02-29 16:05:14.062] 82.06
[2024-02-29 16:05:14.070] 79.91
[2024-02-29 16:05:14.086] 72.03
[2024-02-29 16:05:14.086] 62.13
[2024-02-29 16:05:14.094] 48.91
[2024-02-29 16:05:14.110] 34.16
[2024-02-29 16:05:14.118] 26.00
[2024-02-29 16:05:14.126] 28.72
[2024-02-29 16:05:14.126] 34.13
[2024-02-29 16:05:14.134] 29.47
[2024-02-29 16:05:14.142] 15.72
[2024-02-29 16:05:14.150] 8.59
[2024-02-29 16:05:14.158] 19.84
[2024-02-29 16:05:14.166] 44.53
[2024-02-29 16:05:14.174] 68.34
[2024-02-29 16:05:14.182] 81.34
[2024-02-29 16:05:14.191] 79.72
[2024-02-29 16:05:14.199] 65.25
[2024-02-29 16:05:14.207] 46.44
[2024-02-29 16:05:14.215] 34.50
[2024-02-29 16:05:14.223] 34.56
[2024-02-29 16:05:14.231] 41.19
[2024-02-29 16:05:14.241] 43.38
[2024-02-29 16:05:14.249] 33.75
[2024-02-29 16:05:14.257] 14.63
[2024-02-29 16:05:14.265] -2.78
[2024-02-29 16:05:14.273] -6.03
[2024-02-29 16:05:14.281] 6.13
[2024-02-29 16:05:14.289] 21.06
[2024-02-29 16:05:14.297] 24.66
[2024-02-29 16:05:14.305] 14.47
[2024-02-29 16:05:14.313] -0.63
[2024-02-29 16:05:14.321] -10.19
[2024-02-29 16:05:14.329] -11.69
[2024-02-29 16:05:14.337] -11.28
[2024-02-29 16:05:14.345] -15.66
[2024-02-29 16:05:14.353] -24.50
[2024-02-29 16:05:14.361] -30.72
[2024-02-29 16:05:14.369] -27.72
[2024-02-29 16:05:14.377] -14.63
[2024-02-29 16:05:14.385] 1.44
[2024-02-29 16:05:14.393] 10.69
[2024-02-29 16:05:14.401] 6.19
[2024-02-29 16:05:14.409] -11.53
[2024-02-29 16:05:14.417] -32.81
[2024-02-29 16:05:14.425] -43.72
[2024-02-29 16:05:14.433] -36.22
[2024-02-29 16:05:14.441] -13.91
[2024-02-29 16:05:14.449] 10.75
[2024-02-29 16:05:14.457] 24.87
[2024-02-29 16:05:14.465] 22.69
[2024-02-29 16:05:14.473] 7.81
[2024-02-29 16:05:14.481] -10.81
[2024-02-29 16:05:14.489] -26.03
[2024-02-29 16:05:14.497] -34.44
[2024-02-29 16:05:14.505] -33.56
[2024-02-29 16:05:14.513] -21.12
[2024-02-29 16:05:14.521] 0.44
[2024-02-29 16:05:14.529] 21.03
[2024-02-29 16:05:14.537] 28.16
[2024-02-29 16:05:14.545] 17.81
[2024-02-29 16:05:14.553] -1.88
[2024-02-29 16:05:14.561] -19.06
[2024-02-29 16:05:14.569] -28.22
[2024-02-29 16:05:14.577] -33.09
[2024-02-29 16:05:14.585] -39.38
[2024-02-29 16:05:14.593] -49.22
[2024-02-29 16:05:14.601] -62.63
[2024-02-29 16:05:14.609] -77.81
[2024-02-29 16:05:14.617] -89.87
[2024-02-29 16:05:14.631] -92.78
[2024-02-29 16:05:14.633] -84.53
[2024-02-29 16:05:14.641] -70.12
[2024-02-29 16:05:14.649] -57.03
[2024-02-29 16:05:14.657] -50.09
[2024-02-29 16:05:14.665] -48.88
[2024-02-29 16:05:14.673] -49.31
[2024-02-29 16:05:14.681] -47.88
[2024-02-29 16:05:14.689] -43.44
[2024-02-29 16:05:14.697] -37.28
[2024-02-29 16:05:14.705] -31.78
[2024-02-29 16:05:14.713] -27.59
[2024-02-29 16:05:14.721] -23.16
[2024-02-29 16:05:14.729] -13.91
[2024-02-29 16:05:14.737] 3.59
[2024-02-29 16:05:14.745] 27.34
[2024-02-29 16:05:14.753] 51.13
[2024-02-29 16:05:14.761] 67.41
[2024-02-29 16:05:14.769] 71.91
[2024-02-29 16:05:14.777] 66.06
[2024-02-29 16:05:14.785] 57.72
[2024-02-29 16:05:14.793] 56.38
[2024-02-29 16:05:14.801] 64.94
[2024-02-29 16:05:14.809] 76.50
[2024-02-29 16:05:14.817] 80.50
[2024-02-29 16:05:14.833] 73.22
[2024-02-29 16:05:14.833] 61.56
[2024-02-29 16:05:14.841] 54.88
[2024-02-29 16:05:14.849] 55.53
[2024-02-29 16:05:14.857] 58.72
[2024-02-29 16:05:14.873] 57.72
[2024-02-29 16:05:14.881] 48.78
[2024-02-29 16:05:14.881] 34.63
[2024-02-29 16:05:14.889] 20.87
[2024-02-29 16:05:14.897] 9.16
[2024-02-29 16:05:14.905] -3.38
[2024-02-29 16:05:14.913] -15.69
[2024-02-29 16:05:14.921] -18.62
[2024-02-29 16:05:14.929] -5.81
[2024-02-29 16:05:14.937] 15.47
[2024-02-29 16:05:14.945] 28.19
[2024-02-29 16:05:14.953] 19.47
[2024-02-29 16:05:14.961] -8.22
[2024-02-29 16:05:14.969] -37.44
[2024-02-29 16:05:14.985] -46.91
[2024-02-29 16:05:14.985] -27.53
[2024-02-29 16:05:14.993] 9.53
[2024-02-29 16:05:15.009] 39.75
[2024-02-29 16:05:15.009] 44.88
[2024-02-29 16:05:15.017] 27.16
[2024-02-29 16:05:15.032] 3.78
[2024-02-29 16:05:15.041] -10.56
[2024-02-29 16:05:15.048] -12.03
[2024-02-29 16:05:15.057] -6.00
[2024-02-29 16:05:15.064] 0.50
[2024-02-29 16:05:15.064] 2.84
[2024-02-29 16:05:15.072] -0.22
[2024-02-29 16:05:15.080] -5.94
[2024-02-29 16:05:15.089] -5.63
[2024-02-29 16:05:15.096] 7.06
[2024-02-29 16:05:15.104] 24.75
[2024-02-29 16:05:15.112] 24.84
[2024-02-29 16:05:15.120] -10.81
[2024-02-29 16:05:15.128] -70.94
[2024-02-29 16:05:15.138] -111.94
[2024-02-29 16:05:15.151] -90.97
[2024-02-29 16:05:15.154] -7.66
[2024-02-29 16:05:15.162] 91.31
[2024-02-29 16:05:15.170] 149.22
[2024-02-29 16:05:15.178] 140.13
[2024-02-29 16:05:15.186] 80.94
[2024-02-29 16:05:15.194] 12.56
[2024-02-29 16:05:15.202] -28.56
[2024-02-29 16:05:15.210] -30.97
[2024-02-29 16:05:15.218] -9.25
[2024-02-29 16:05:15.234] 13.06
[2024-02-29 16:05:15.234] 22.22
[2024-02-29 16:05:15.242] 18.72
[2024-02-29 16:05:15.250] 10.00
[2024-02-29 16:05:15.258] 3.47
[2024-02-29 16:05:15.266] -0.22
[2024-02-29 16:05:15.274] -6.66
[2024-02-29 16:05:15.282] -15.47
[2024-02-29 16:05:15.290] -18.41
[2024-02-29 16:05:15.298] -12.19
[2024-02-29 16:05:15.306] -6.06
[2024-02-29 16:05:15.314] -11.41
[2024-02-29 16:05:15.322] -28.97
[2024-02-29 16:05:15.330] -48.56
[2024-02-29 16:05:15.338] -58.22
[2024-02-29 16:05:15.346] -53.00
[2024-02-29 16:05:15.354] -37.44
[2024-02-29 16:05:15.362] -18.56
[2024-02-29 16:05:15.370] -0.47
[2024-02-29 16:05:15.378] 16.12
[2024-02-29 16:05:15.386] 32.72
[2024-02-29 16:05:15.394] 48.66
[2024-02-29 16:05:15.410] 58.44
[2024-02-29 16:05:15.410] 57.19
[2024-02-29 16:05:15.418] 45.38
[2024-02-29 16:05:15.434] 29.34
[2024-02-29 16:05:15.442] 18.87
[2024-02-29 16:05:15.442] 21.16
[2024-02-29 16:05:15.450] 31.16
[2024-02-29 16:05:15.458] 34.25
[2024-02-29 16:05:15.466] 21.31
[2024-02-29 16:05:15.474] -1.66
[2024-02-29 16:05:15.482] -19.41
[2024-02-29 16:05:15.490] -23.34
[2024-02-29 16:05:15.498] -19.53
[2024-02-29 16:05:15.506] -21.31
[2024-02-29 16:05:15.514] -32.25
[2024-02-29 16:05:15.522] -45.81
[2024-02-29 16:05:15.538] -54.53
[2024-02-29 16:05:15.546] -54.66
[2024-02-29 16:05:15.554] -44.75
[2024-02-29 16:05:15.554] -29.41
[2024-02-29 16:05:15.562] -20.66
[2024-02-29 16:05:15.570] -28.75
[2024-02-29 16:05:15.578] -49.16
[2024-02-29 16:05:15.586] -65.53
[2024-02-29 16:05:15.594] -66.34
[2024-02-29 16:05:15.610] -52.94
[2024-02-29 16:05:15.611] -32.81
[2024-02-29 16:05:15.619] -13.69
[2024-02-29 16:05:15.627] -2.34
[2024-02-29 16:05:15.635] 1.59
[2024-02-29 16:05:15.643] 5.94
[2024-02-29 16:05:15.651] 15.19
[2024-02-29 16:05:15.662] 23.53
[2024-02-29 16:05:15.670] 19.56
[2024-02-29 16:05:15.678] 0.63
[2024-02-29 16:05:15.686] -17.69
[2024-02-29 16:05:15.694] -14.91
[2024-02-29 16:05:15.702] 10.34
[2024-02-29 16:05:15.710] 37.47
[2024-02-29 16:05:15.718] 45.91
[2024-02-29 16:05:15.726] 33.97
[2024-02-29 16:05:15.734] 15.88
[2024-02-29 16:05:15.742] 4.56
[2024-02-29 16:05:15.750] 3.84
[2024-02-29 16:05:15.758] 13.34
[2024-02-29 16:05:15.766] 31.03
[2024-02-29 16:05:15.774] 52.25
[2024-02-29 16:05:15.782] 69.69
[2024-02-29 16:05:15.790] 75.19
[2024-02-29 16:05:15.798] 64.91
[2024-02-29 16:05:15.806] 43.78
[2024-02-29 16:05:15.814] 23.53
[2024-02-29 16:05:15.822] 13.94
[2024-02-29 16:05:15.830] 16.00
[2024-02-29 16:05:15.838] 21.53
[2024-02-29 16:05:15.846] 22.78
[2024-02-29 16:05:15.854] 20.47
[2024-02-29 16:05:15.862] 19.25
[2024-02-29 16:05:15.870] 20.69
[2024-02-29 16:05:15.878] 22.34
[2024-02-29 16:05:15.886] 20.72
[2024-02-29 16:05:15.894] 13.91
[2024-02-29 16:05:15.902] 3.47
[2024-02-29 16:05:15.910] -6.19
[2024-02-29 16:05:15.918] -11.47
[2024-02-29 16:05:15.926] -12.47
[2024-02-29 16:05:15.934] -11.72
[2024-02-29 16:05:15.942] -9.38
[2024-02-29 16:05:15.950] -3.06
[2024-02-29 16:05:15.958] 4.59
[2024-02-29 16:05:15.966] 4.88
[2024-02-29 16:05:15.974] -7.66
[2024-02-29 16:05:15.982] -28.53
[2024-02-29 16:05:15.990] -46.94
[2024-02-29 16:05:15.998] -54.63
[2024-02-29 16:05:16.006] -50.72
[2024-02-29 16:05:16.014] -40.97
[2024-02-29 16:05:16.022] -31.87
[2024-02-29 16:05:16.030] -28.28
[2024-02-29 16:05:16.038] -31.69
[2024-02-29 16:05:16.046] -38.50
[2024-02-29 16:05:16.054] -42.44
[2024-02-29 16:05:16.062] -39.84
[2024-02-29 16:05:16.070] -30.78
