[2024-02-29 13:45:19.619] 
[2024-02-29 13:45:21.999] -1.69
[2024-02-29 13:45:22.009] 9.41
[2024-02-29 13:45:22.016] 9.97
[2024-02-29 13:45:22.024] -1.37
[2024-02-29 13:45:22.034] -8.91
[2024-02-29 13:45:22.040] -2.03
[2024-02-29 13:45:22.048] 9.66
[2024-02-29 13:45:22.058] 10.47
[2024-02-29 13:45:22.065] -0.47
[2024-02-29 13:45:22.073] -7.19
[2024-02-29 13:45:22.083] 0.25
[2024-02-29 13:45:22.090] 11.31
[2024-02-29 13:45:22.098] 10.66
[2024-02-29 13:45:22.106] -1.81
[2024-02-29 13:45:22.115] -9.09
[2024-02-29 13:45:22.122] -1.28
[2024-02-29 13:45:22.131] 10.78
[2024-02-29 13:45:22.136] 10.78
[2024-02-29 13:45:22.142] -1.41
[2024-02-29 13:45:22.151] -9.16
[2024-02-29 13:45:22.160] -1.69
[2024-02-29 13:45:22.167] 10.13
[2024-02-29 13:45:22.176] 10.38
[2024-02-29 13:45:22.184] -1.78
[2024-02-29 13:45:22.192] -9.72
[2024-02-29 13:45:22.200] -2.56
[2024-02-29 13:45:22.210] 9.41
[2024-02-29 13:45:22.216] 9.97
[2024-02-29 13:45:22.224] -2.34
[2024-02-29 13:45:22.234] -11.31
[2024-02-29 13:45:22.242] -5.06
[2024-02-29 13:45:22.249] 7.25
[2024-02-29 13:45:22.259] 9.38
[2024-02-29 13:45:22.266] -1.53
[2024-02-29 13:45:22.274] -10.34
[2024-02-29 13:45:22.288] -5.00
[2024-02-29 13:45:22.292] 6.66
[2024-02-29 13:45:22.299] 8.81
[2024-02-29 13:45:22.309] -2.00
[2024-02-29 13:45:22.315] -11.22
[2024-02-29 13:45:22.319] -6.25
[2024-02-29 13:45:22.339] 5.69
[2024-02-29 13:45:22.345] 8.88
[2024-02-29 13:45:22.348] -1.09
[2024-02-29 13:45:22.351] -10.69
[2024-02-29 13:45:22.363] -6.63
[2024-02-29 13:45:22.368] 4.97
[2024-02-29 13:45:22.376] 8.88
[2024-02-29 13:45:22.386] 0.34
[2024-02-29 13:45:22.393] -7.88
[2024-02-29 13:45:22.401] -3.47
[2024-02-29 13:45:22.411] 7.00
[2024-02-29 13:45:22.417] 9.13
[2024-02-29 13:45:22.425] -0.75
[2024-02-29 13:45:22.436] -9.00
[2024-02-29 13:45:22.442] -3.81
[2024-02-29 13:45:22.450] 7.63
[2024-02-29 13:45:22.460] 9.97
[2024-02-29 13:45:22.466] -0.50
[2024-02-29 13:45:22.479] -10.13
[2024-02-29 13:45:22.514] -5.88
[2024-02-29 13:45:22.514] 6.00
[2024-02-29 13:45:22.517] 9.56
[2024-02-29 13:45:22.517] -0.97
[2024-02-29 13:45:22.517] -12.53
[2024-02-29 13:45:22.523] -10.28
[2024-02-29 13:45:22.529] 2.25
[2024-02-29 13:45:22.540] 9.19
[2024-02-29 13:45:22.544] 2.22
[2024-02-29 13:45:22.553] -7.78
[2024-02-29 13:45:22.563] -6.59
[2024-02-29 13:45:22.569] 3.50
[2024-02-29 13:45:22.577] 8.47
[2024-02-29 13:45:22.587] 1.19
[2024-02-29 13:45:22.593] -8.00
[2024-02-29 13:45:22.602] -5.63
[2024-02-29 13:45:22.611] 5.00
[2024-02-29 13:45:22.618] 9.81
[2024-02-29 13:45:22.626] 2.09
[2024-02-29 13:45:22.636] -7.19
[2024-02-29 13:45:22.642] -4.59
[2024-02-29 13:45:22.650] 6.09
[2024-02-29 13:45:22.660] 10.53
[2024-02-29 13:45:22.667] 2.84
[2024-02-29 13:45:22.675] -5.41
[2024-02-29 13:45:22.686] -2.00
[2024-02-29 13:45:22.693] 8.22
[2024-02-29 13:45:22.699] 11.00
[2024-02-29 13:45:22.704] 1.59
[2024-02-29 13:45:22.712] -7.75
[2024-02-29 13:45:22.720] -4.00
[2024-02-29 13:45:22.728] 7.47
[2024-02-29 13:45:22.737] 11.50
[2024-02-29 13:45:22.745] 2.25
[2024-02-29 13:45:22.753] -8.22
[2024-02-29 13:45:22.761] -6.09
[2024-02-29 13:45:22.769] 5.03
[2024-02-29 13:45:22.777] 10.03
[2024-02-29 13:45:22.786] 1.84
[2024-02-29 13:45:22.794] -8.13
[2024-02-29 13:45:22.802] -6.19
[2024-02-29 13:45:22.811] 4.75
[2024-02-29 13:45:22.818] 9.97
[2024-02-29 13:45:22.826] 1.81
[2024-02-29 13:45:22.836] -8.53
[2024-02-29 13:45:22.843] -6.94
[2024-02-29 13:45:22.852] 4.06
[2024-02-29 13:45:22.860] 9.91
[2024-02-29 13:45:22.867] 2.59
[2024-02-29 13:45:22.876] -7.53
[2024-02-29 13:45:22.880] -6.19
[2024-02-29 13:45:22.888] 4.44
[2024-02-29 13:45:22.896] 10.03
[2024-02-29 13:45:22.904] 3.00
[2024-02-29 13:45:22.912] -6.38
[2024-02-29 13:45:22.921] -4.53
[2024-02-29 13:45:22.929] 5.69
[2024-02-29 13:45:22.938] 10.16
[2024-02-29 13:45:22.945] 1.97
[2024-02-29 13:45:22.953] -8.13
[2024-02-29 13:45:22.962] -6.06
[2024-02-29 13:45:22.970] 5.06
[2024-02-29 13:45:22.978] 10.59
[2024-02-29 13:45:22.986] 2.88
[2024-02-29 13:45:22.994] -7.59
[2024-02-29 13:45:23.004] -6.28
[2024-02-29 13:45:23.011] 4.50
[2024-02-29 13:45:23.019] 10.19
[2024-02-29 13:45:23.027] 3.22
[2024-02-29 13:45:23.036] -6.38
[2024-02-29 13:45:23.044] -4.66
[2024-02-29 13:45:23.052] 5.53
[2024-02-29 13:45:23.061] 10.34
[2024-02-29 13:45:23.068] 2.91
[2024-02-29 13:45:23.072] -6.09
[2024-02-29 13:45:23.080] -3.59
[2024-02-29 13:45:23.089] 6.84
[2024-02-29 13:45:23.097] 10.66
[2024-02-29 13:45:23.105] 1.75
[2024-02-29 13:45:23.114] -8.34
[2024-02-29 13:45:23.122] -5.94
[2024-02-29 13:45:23.130] 5.44
[2024-02-29 13:45:23.139] 10.66
[2024-02-29 13:45:23.146] 2.38
[2024-02-29 13:45:23.154] -8.34
[2024-02-29 13:45:23.163] -6.88
[2024-02-29 13:45:23.171] 4.22
[2024-02-29 13:45:23.179] 10.19
[2024-02-29 13:45:23.188] 3.38
[2024-02-29 13:45:23.195] -6.06
[2024-02-29 13:45:23.204] -4.38
[2024-02-29 13:45:23.212] 5.56
[2024-02-29 13:45:23.220] 9.69
[2024-02-29 13:45:23.228] 0.91
[2024-02-29 13:45:23.237] -9.84
[2024-02-29 13:45:23.244] -8.00
[2024-02-29 13:45:23.252] 3.72
[2024-02-29 13:45:23.262] 10.22
[2024-02-29 13:45:23.265] 2.63
[2024-02-29 13:45:23.273] -8.91
[2024-02-29 13:45:23.282] -8.78
[2024-02-29 13:45:23.290] 2.09
[2024-02-29 13:45:23.297] 9.06
[2024-02-29 13:45:23.306] 1.97
[2024-02-29 13:45:23.315] -10.09
[2024-02-29 13:45:23.322] -11.00
[2024-02-29 13:45:23.330] 0.28
[2024-02-29 13:45:23.339] 9.06
[2024-02-29 13:45:23.347] 3.47
[2024-02-29 13:45:23.355] -8.56
[2024-02-29 13:45:23.363] -10.53
[2024-02-29 13:45:23.372] -0.16
[2024-02-29 13:45:23.379] 8.72
[2024-02-29 13:45:23.388] 4.47
[2024-02-29 13:45:23.396] -6.22
[2024-02-29 13:45:23.404] -7.59
[2024-02-29 13:45:23.412] 1.94
[2024-02-29 13:45:23.420] 9.44
[2024-02-29 13:45:23.429] 4.25
[2024-02-29 13:45:23.438] -6.22
[2024-02-29 13:45:23.445] -6.91
[2024-02-29 13:45:23.449] 3.19
[2024-02-29 13:45:23.460] 10.56
[2024-02-29 13:45:23.465] 5.09
[2024-02-29 13:45:23.474] -5.34
[2024-02-29 13:45:23.484] -5.72
[2024-02-29 13:45:23.490] 4.16
[2024-02-29 13:45:23.498] 10.91
[2024-02-29 13:45:23.507] 4.81
[2024-02-29 13:45:23.515] -5.72
[2024-02-29 13:45:23.523] -5.72
[2024-02-29 13:45:23.532] 4.47
[2024-02-29 13:45:23.539] 11.47
[2024-02-29 13:45:23.547] 5.97
[2024-02-29 13:45:23.555] -3.13
[2024-02-29 13:45:23.564] -2.22
[2024-02-29 13:45:23.572] 7.06
[2024-02-29 13:45:23.580] 11.28
[2024-02-29 13:45:23.588] 3.03
[2024-02-29 13:45:23.596] -7.63
[2024-02-29 13:45:23.605] -6.19
[2024-02-29 13:45:23.614] 5.31
[2024-02-29 13:45:23.622] 12.13
[2024-02-29 13:45:23.629] 5.56
[2024-02-29 13:45:23.635] -4.47
[2024-02-29 13:45:23.642] -3.84
[2024-02-29 13:45:23.650] 5.78
[2024-02-29 13:45:23.660] 10.59
[2024-02-29 13:45:23.666] 2.16
[2024-02-29 13:45:23.674] -9.34
[2024-02-29 13:45:23.685] -8.69
[2024-02-29 13:45:23.691] 3.00
[2024-02-29 13:45:23.699] 10.91
[2024-02-29 13:45:23.709] 5.25
[2024-02-29 13:45:23.716] -4.94
[2024-02-29 13:45:23.723] -4.97
[2024-02-29 13:45:23.733] 4.44
[2024-02-29 13:45:23.741] 9.97
[2024-02-29 13:45:23.748] 3.16
[2024-02-29 13:45:23.757] -6.38
[2024-02-29 13:45:23.764] -5.00
[2024-02-29 13:45:23.773] 5.34
[2024-02-29 13:45:23.781] 10.81
[2024-02-29 13:45:23.790] 3.91
[2024-02-29 13:45:23.797] -5.44
[2024-02-29 13:45:23.805] -3.63
[2024-02-29 13:45:23.814] 6.44
[2024-02-29 13:45:23.822] 10.88
[2024-02-29 13:45:23.826] 3.09
[2024-02-29 13:45:23.836] -6.19
[2024-02-29 13:45:23.842] -3.59
[2024-02-29 13:45:23.850] 6.94
[2024-02-29 13:45:23.861] 10.78
[2024-02-29 13:45:23.867] 1.28
[2024-02-29 13:45:23.875] -10.19
[2024-02-29 13:45:23.885] -8.56
[2024-02-29 13:45:23.892] 3.34
[2024-02-29 13:45:23.900] 10.22
[2024-02-29 13:45:23.910] 2.31
[2024-02-29 13:45:23.916] -10.19
[2024-02-29 13:45:23.924] -10.84
[2024-02-29 13:45:23.935] 0.50
[2024-02-29 13:45:23.941] 9.03
[2024-02-29 13:45:23.949] 4.13
[2024-02-29 13:45:23.958] -5.97
[2024-02-29 13:45:23.966] -6.41
[2024-02-29 13:45:23.973] 2.84
[2024-02-29 13:45:23.982] 8.84
[2024-02-29 13:45:23.991] 2.81
[2024-02-29 13:45:23.998] -6.41
[2024-02-29 13:45:24.007] -5.19
[2024-02-29 13:45:24.012] 4.97
[2024-02-29 13:45:24.018] 10.16
[2024-02-29 13:45:24.026] 2.09
[2024-02-29 13:45:24.036] -9.00
[2024-02-29 13:45:24.043] -8.44
[2024-02-29 13:45:24.052] 2.91
[2024-02-29 13:45:24.061] 10.06
[2024-02-29 13:45:24.067] 2.66
[2024-02-29 13:45:24.076] -10.13
[2024-02-29 13:45:24.086] -11.50
[2024-02-29 13:45:24.093] -0.03
[2024-02-29 13:45:24.101] 9.25
[2024-02-29 13:45:24.110] 3.50
[2024-02-29 13:45:24.118] -9.94
[2024-02-29 13:45:24.126] -13.06
[2024-02-29 13:45:24.136] -2.09
[2024-02-29 13:45:24.142] 8.69
[2024-02-29 13:45:24.149] 5.34
[2024-02-29 13:45:24.160] -6.69
[2024-02-29 13:45:24.166] -10.13
[2024-02-29 13:45:24.174] -0.72
[2024-02-29 13:45:24.184] 8.97
[2024-02-29 13:45:24.190] 6.25
[2024-02-29 13:45:24.194] -3.56
[2024-02-29 13:45:24.203] -5.31
[2024-02-29 13:45:24.211] 3.44
[2024-02-29 13:45:24.219] 10.66
[2024-02-29 13:45:24.227] 6.75
[2024-02-29 13:45:24.236] -1.03
[2024-02-29 13:45:24.244] -0.03
[2024-02-29 13:45:24.252] 8.66
[2024-02-29 13:45:24.261] 12.38
[2024-02-29 13:45:24.268] 4.38
[2024-02-29 13:45:24.276] -5.22
[2024-02-29 13:45:24.286] -3.13
[2024-02-29 13:45:24.293] 7.94
[2024-02-29 13:45:24.301] 12.88
[2024-02-29 13:45:24.311] 3.31
[2024-02-29 13:45:24.317] -10.06
[2024-02-29 13:45:24.325] -10.47
[2024-02-29 13:45:24.336] 1.91
[2024-02-29 13:45:24.342] 11.25
[2024-02-29 13:45:24.350] 4.69
[2024-02-29 13:45:24.361] -9.75
[2024-02-29 13:45:24.366] -13.38
[2024-02-29 13:45:24.375] -2.09
[2024-02-29 13:45:24.385] 9.13
[2024-02-29 13:45:24.387] 5.28
[2024-02-29 13:45:24.395] -8.56
[2024-02-29 13:45:24.403] -13.53
[2024-02-29 13:45:24.412] -3.28
[2024-02-29 13:45:24.420] 8.72
[2024-02-29 13:45:24.428] 7.00
[2024-02-29 13:45:24.437] -4.97
[2024-02-29 13:45:24.444] -9.53
[2024-02-29 13:45:24.452] -0.69
[2024-02-29 13:45:24.461] 9.09
[2024-02-29 13:45:24.469] 5.03
[2024-02-29 13:45:24.477] -8.69
[2024-02-29 13:45:24.487] -13.47
[2024-02-29 13:45:24.493] -2.53
[2024-02-29 13:45:24.502] 10.59
[2024-02-29 13:45:24.511] 9.34
[2024-02-29 13:45:24.518] -3.31
[2024-02-29 13:45:24.526] -8.91
[2024-02-29 13:45:24.536] -0.41
[2024-02-29 13:45:24.543] 10.53
[2024-02-29 13:45:24.551] 9.19
[2024-02-29 13:45:24.561] -0.88
[2024-02-29 13:45:24.567] -4.06
[2024-02-29 13:45:24.572] 4.13
[2024-02-29 13:45:24.579] 12.00
[2024-02-29 13:45:24.588] 7.94
[2024-02-29 13:45:24.596] -2.56
[2024-02-29 13:45:24.604] -4.09
[2024-02-29 13:45:24.612] 5.50
[2024-02-29 13:45:24.620] 13.22
[2024-02-29 13:45:24.629] 8.25
[2024-02-29 13:45:24.638] -2.50
[2024-02-29 13:45:24.646] -3.78
[2024-02-29 13:45:24.653] 5.88
[2024-02-29 13:45:24.662] 13.16
[2024-02-29 13:45:24.669] 8.03
[2024-02-29 13:45:24.678] -1.91
[2024-02-29 13:45:24.687] -2.25
[2024-02-29 13:45:24.694] 7.13
[2024-02-29 13:45:24.702] 12.75
[2024-02-29 13:45:24.712] 5.25
[2024-02-29 13:45:24.719] -6.69
[2024-02-29 13:45:24.727] -7.13
[2024-02-29 13:45:24.736] 4.03
[2024-02-29 13:45:24.744] 12.31
[2024-02-29 13:45:24.752] 6.00
[2024-02-29 13:45:24.755] -6.81
[2024-02-29 13:45:24.764] -9.16
[2024-02-29 13:45:24.772] 1.50
[2024-02-29 13:45:24.780] 10.78
[2024-02-29 13:45:24.788] 6.28
[2024-02-29 13:45:24.796] -5.34
[2024-02-29 13:45:24.805] -7.81
[2024-02-29 13:45:24.814] 1.84
[2024-02-29 13:45:24.822] 10.06
[2024-02-29 13:45:24.829] 4.56
[2024-02-29 13:45:24.838] -8.22
[2024-02-29 13:45:24.846] -11.00
[2024-02-29 13:45:24.854] -0.22
[2024-02-29 13:45:24.863] 10.06
[2024-02-29 13:45:24.870] 5.59
[2024-02-29 13:45:24.879] -7.88
[2024-02-29 13:45:24.888] -12.16
[2024-02-29 13:45:24.895] -1.91
[2024-02-29 13:45:24.903] 9.34
[2024-02-29 13:45:24.912] 6.34
[2024-02-29 13:45:24.919] -6.53
[2024-02-29 13:45:24.928] -11.16
[2024-02-29 13:45:24.937] -1.69
[2024-02-29 13:45:24.944] 9.22
[2024-02-29 13:45:24.948] 6.06
[2024-02-29 13:45:24.956] -6.91
[2024-02-29 13:45:24.964] -11.63
[2024-02-29 13:45:24.973] -1.84
[2024-02-29 13:45:24.981] 9.59
[2024-02-29 13:45:24.990] 6.44
[2024-02-29 13:45:24.997] -7.38
[2024-02-29 13:45:25.005] -13.09
[2024-02-29 13:45:25.015] -2.88
[2024-02-29 13:45:25.022] 10.00
[2024-02-29 13:45:25.030] 8.88
[2024-02-29 13:45:25.039] -3.53
[2024-02-29 13:45:25.046] -9.16
[2024-02-29 13:45:25.054] -0.66
[2024-02-29 13:45:25.064] 9.88
[2024-02-29 13:45:25.071] 6.59
[2024-02-29 13:45:25.079] -7.00
[2024-02-29 13:45:25.088] -12.31
[2024-02-29 13:45:25.096] -1.91
[2024-02-29 13:45:25.104] 10.47
[2024-02-29 13:45:25.112] 6.53
[2024-02-29 13:45:25.120] -10.84
[2024-02-29 13:45:25.128] -19.50
[2024-02-29 13:45:25.133] -8.03
[2024-02-29 13:45:25.140] 9.69
[2024-02-29 13:45:25.149] 11.13
[2024-02-29 13:45:25.158] -4.78
[2024-02-29 13:45:25.165] -15.69
[2024-02-29 13:45:25.173] -7.41
[2024-02-29 13:45:25.182] 8.84
[2024-02-29 13:45:25.190] 11.59
[2024-02-29 13:45:25.198] -1.03
[2024-02-29 13:45:25.207] -9.75
[2024-02-29 13:45:25.215] -2.44
[2024-02-29 13:45:25.222] 10.84
[2024-02-29 13:45:25.231] 11.81
[2024-02-29 13:45:25.239] 0.50
[2024-02-29 13:45:25.247] -5.63
[2024-02-29 13:45:25.256] 2.06
[2024-02-29 13:45:25.263] 13.06
[2024-02-29 13:45:25.272] 11.94
[2024-02-29 13:45:25.280] 1.03
[2024-02-29 13:45:25.289] -3.25
[2024-02-29 13:45:25.296] 4.91
[2024-02-29 13:45:25.304] 13.56
[2024-02-29 13:45:25.313] 7.94
[2024-02-29 13:45:25.321] -7.31
[2024-02-29 13:45:25.325] -12.69
[2024-02-29 13:45:25.335] -1.00
[2024-02-29 13:45:25.341] 13.53
[2024-02-29 13:45:25.349] 12.53
[2024-02-29 13:45:25.360] -1.72
[2024-02-29 13:45:25.367] -9.34
[2024-02-29 13:45:25.374] -1.06
[2024-02-29 13:45:25.384] 11.28
[2024-02-29 13:45:25.391] 10.38
[2024-02-29 13:45:25.399] -2.03
[2024-02-29 13:45:25.408] -8.00
[2024-02-29 13:45:25.416] 0.63
[2024-02-29 13:45:25.423] 11.75
[2024-02-29 13:45:25.432] 9.34
[2024-02-29 13:45:25.440] -3.91
[2024-02-29 13:45:25.448] -9.56
[2024-02-29 13:45:25.456] -0.03
[2024-02-29 13:45:25.465] 11.94
[2024-02-29 13:45:25.472] 9.59
[2024-02-29 13:45:25.480] -4.22
[2024-02-29 13:45:25.490] -10.56
[2024-02-29 13:45:25.497] -1.19
[2024-02-29 13:45:25.505] 11.00
[2024-02-29 13:45:25.511] 7.63
[2024-02-29 13:45:25.517] -8.69
[2024-02-29 13:45:25.525] -16.78
[2024-02-29 13:45:25.537] -5.91
[2024-02-29 13:45:25.542] 10.16
[2024-02-29 13:45:25.550] 9.19
[2024-02-29 13:45:25.561] -8.81
[2024-02-29 13:45:25.566] -20.37
[2024-02-29 13:45:25.575] -10.31
[2024-02-29 13:45:25.586] 9.00
[2024-02-29 13:45:25.592] 13.69
[2024-02-29 13:45:25.599] 0.41
[2024-02-29 13:45:25.610] -10.28
[2024-02-29 13:45:25.616] -4.22
[2024-02-29 13:45:25.624] 9.16
[2024-02-29 13:45:25.633] 10.63
[2024-02-29 13:45:25.641] -1.09
[2024-02-29 13:45:25.648] -8.03
[2024-02-29 13:45:25.657] -0.06
[2024-02-29 13:45:25.666] 12.00
[2024-02-29 13:45:25.673] 10.94
[2024-02-29 13:45:25.682] -1.84
[2024-02-29 13:45:25.690] -8.31
[2024-02-29 13:45:25.697] 0.56
[2024-02-29 13:45:25.702] 12.78
[2024-02-29 13:45:25.712] 11.44
[2024-02-29 13:45:25.718] -1.31
[2024-02-29 13:45:25.726] -7.41
[2024-02-29 13:45:25.737] 1.22
[2024-02-29 13:45:25.743] 12.44
[2024-02-29 13:45:25.751] 9.84
[2024-02-29 13:45:25.761] -3.81
[2024-02-29 13:45:25.768] -9.78
[2024-02-29 13:45:25.775] -0.19
[2024-02-29 13:45:25.786] 11.97
[2024-02-29 13:45:25.793] 9.28
[2024-02-29 13:45:25.800] -5.81
[2024-02-29 13:45:25.810] -13.19
[2024-02-29 13:45:25.816] -3.22
[2024-02-29 13:45:25.824] 11.16
[2024-02-29 13:45:25.834] 10.78
[2024-02-29 13:45:25.842] -3.06
[2024-02-29 13:45:25.849] -10.94
[2024-02-29 13:45:25.858] -2.66
[2024-02-29 13:45:25.865] 10.28
[2024-02-29 13:45:25.874] 9.50
[2024-02-29 13:45:25.882] -3.69
[2024-02-29 13:45:25.888] -10.56
[2024-02-29 13:45:25.894] -1.81
[2024-02-29 13:45:25.902] 10.84
[2024-02-29 13:45:25.913] 9.34
[2024-02-29 13:45:25.919] -4.53
[2024-02-29 13:45:25.927] -11.50
[2024-02-29 13:45:25.937] -2.28
[2024-02-29 13:45:25.943] 10.81
[2024-02-29 13:45:25.952] 9.59
[2024-02-29 13:45:25.961] -4.59
[2024-02-29 13:45:25.968] -12.16
[2024-02-29 13:45:25.976] -3.00
[2024-02-29 13:45:25.987] 10.53
[2024-02-29 13:45:25.994] 9.94
[2024-02-29 13:45:26.001] -3.50
[2024-02-29 13:45:26.011] -10.78
[2024-02-29 13:45:26.017] -2.16
[2024-02-29 13:45:26.026] 10.66
[2024-02-29 13:45:26.036] 10.03
[2024-02-29 13:45:26.042] -2.56
[2024-02-29 13:45:26.050] -8.84
[2024-02-29 13:45:26.060] -0.47
[2024-02-29 13:45:26.066] 10.94
[2024-02-29 13:45:26.074] 8.88
[2024-02-29 13:45:26.078] -3.91
[2024-02-29 13:45:26.087] -9.53
[2024-02-29 13:45:26.095] -0.34
[2024-02-29 13:45:26.103] 11.25
[2024-02-29 13:45:26.112] 8.63
[2024-02-29 13:45:26.119] -5.44
[2024-02-29 13:45:26.128] -11.72
[2024-02-29 13:45:26.137] -1.97
[2024-02-29 13:45:26.144] 10.88
[2024-02-29 13:45:26.152] 8.97
[2024-02-29 13:45:26.162] -5.34
[2024-02-29 13:45:26.168] -12.41
[2024-02-29 13:45:26.177] -3.03
[2024-02-29 13:45:26.187] 10.06
[2024-02-29 13:45:26.193] 7.88
[2024-02-29 13:45:26.202] -7.97
[2024-02-29 13:45:26.211] -16.41
[2024-02-29 13:45:26.218] -6.22
[2024-02-29 13:45:26.226] 9.66
[2024-02-29 13:45:26.236] 10.09
[2024-02-29 13:45:26.243] -5.09
[2024-02-29 13:45:26.250] -14.69
[2024-02-29 13:45:26.261] -6.06
[2024-02-29 13:45:26.263] 9.13
[2024-02-29 13:45:26.271] 10.28
[2024-02-29 13:45:26.279] -3.66
[2024-02-29 13:45:26.287] -12.47
[2024-02-29 13:45:26.295] -4.19
[2024-02-29 13:45:26.304] 9.94
[2024-02-29 13:45:26.313] 9.91
[2024-02-29 13:45:26.320] -4.50
[2024-02-29 13:45:26.328] -13.13
[2024-02-29 13:45:26.338] -4.13
[2024-02-29 13:45:26.345] 10.59
[2024-02-29 13:45:26.353] 10.50
[2024-02-29 13:45:26.362] -4.84
[2024-02-29 13:45:26.369] -14.31
[2024-02-29 13:45:26.377] -5.06
[2024-02-29 13:45:26.387] 10.84
[2024-02-29 13:45:26.394] 12.31
[2024-02-29 13:45:26.402] -1.78
[2024-02-29 13:45:26.412] -11.09
[2024-02-29 13:45:26.418] -3.19
[2024-02-29 13:45:26.427] 11.09
[2024-02-29 13:45:26.437] 12.31
[2024-02-29 13:45:26.443] -0.22
[2024-02-29 13:45:26.447] -7.84
[2024-02-29 13:45:26.455] -0.06
[2024-02-29 13:45:26.463] 11.81
[2024-02-29 13:45:26.472] 9.47
[2024-02-29 13:45:26.480] -5.81
[2024-02-29 13:45:26.489] -13.72
[2024-02-29 13:45:26.496] -3.41
[2024-02-29 13:45:26.504] 12.31
[2024-02-29 13:45:26.514] 12.38
[2024-02-29 13:45:26.521] -3.19
[2024-02-29 13:45:26.529] -13.06
[2024-02-29 13:45:26.537] -4.50
[2024-02-29 13:45:26.545] 10.94
[2024-02-29 13:45:26.554] 12.34
[2024-02-29 13:45:26.562] -1.34
[2024-02-29 13:45:26.570] -10.28
[2024-02-29 13:45:26.578] -2.31
[2024-02-29 13:45:26.587] 11.34
[2024-02-29 13:45:26.594] 11.31
[2024-02-29 13:45:26.603] -2.53
[2024-02-29 13:45:26.612] -10.72
[2024-02-29 13:45:26.619] -2.03
[2024-02-29 13:45:26.627] 11.91
[2024-02-29 13:45:26.637] 11.63
[2024-02-29 13:45:26.639] -2.56
[2024-02-29 13:45:26.648] -10.88
[2024-02-29 13:45:26.656] -2.13
[2024-02-29 13:45:26.664] 11.81
[2024-02-29 13:45:26.672] 11.13
[2024-02-29 13:45:26.680] -3.94
[2024-02-29 13:45:26.690] -12.78
[2024-02-29 13:45:26.697] -3.53
[2024-02-29 13:45:26.705] 11.19
[2024-02-29 13:45:26.714] 9.88
[2024-02-29 13:45:26.722] -7.91
[2024-02-29 13:45:26.731] -18.97
[2024-02-29 13:45:26.739] -8.53
[2024-02-29 13:45:26.746] 10.84
[2024-02-29 13:45:26.754] 14.91
[2024-02-29 13:45:26.763] 0.63
[2024-02-29 13:45:26.771] -10.81
[2024-02-29 13:45:26.779] -4.41
[2024-02-29 13:45:26.788] 10.06
[2024-02-29 13:45:26.795] 12.06
[2024-02-29 13:45:26.804] -0.44
[2024-02-29 13:45:26.813] -8.53
[2024-02-29 13:45:26.820] -0.88
[2024-02-29 13:45:26.824] 12.25
[2024-02-29 13:45:26.832] 12.00
[2024-02-29 13:45:26.840] -1.34
[2024-02-29 13:45:26.848] -8.84
[2024-02-29 13:45:26.857] -0.19
[2024-02-29 13:45:26.866] 13.22
[2024-02-29 13:45:26.873] 13.59
[2024-02-29 13:45:26.881] 1.88
[2024-02-29 13:45:26.890] -4.50
[2024-02-29 13:45:26.898] 2.91
[2024-02-29 13:45:26.906] 12.88
[2024-02-29 13:45:26.915] 10.50
[2024-02-29 13:45:26.922] -1.59
[2024-02-29 13:45:26.930] -6.13
[2024-02-29 13:45:26.939] 3.09
[2024-02-29 13:45:26.947] 13.28
[2024-02-29 13:45:26.955] 8.75
[2024-02-29 13:45:26.964] -6.47
[2024-02-29 13:45:26.972] -12.84
[2024-02-29 13:45:26.979] -2.09
[2024-02-29 13:45:26.988] 12.00
[2024-02-29 13:45:26.996] 10.47
[2024-02-29 13:45:27.004] -4.78
[2024-02-29 13:45:27.009] -12.97
[2024-02-29 13:45:27.016] -3.91
[2024-02-29 13:45:27.024] 10.03
[2024-02-29 13:45:27.033] 9.44
[2024-02-29 13:45:27.042] -5.06
[2024-02-29 13:45:27.049] -13.31
[2024-02-29 13:45:27.058] -4.31
[2024-02-29 13:45:27.066] 9.84
[2024-02-29 13:45:27.074] 9.38
[2024-02-29 13:45:27.082] -5.50
[2024-02-29 13:45:27.090] -14.16
[2024-02-29 13:45:27.098] -4.97
[2024-02-29 13:45:27.106] 9.88
[2024-02-29 13:45:27.115] 10.22
[2024-02-29 13:45:27.123] -4.22
[2024-02-29 13:45:27.132] -12.94
[2024-02-29 13:45:27.140] -4.41
[2024-02-29 13:45:27.147] 10.03
[2024-02-29 13:45:27.156] 10.16
[2024-02-29 13:45:27.165] -4.25
[2024-02-29 13:45:27.172] -13.00
[2024-02-29 13:45:27.180] -4.19
[2024-02-29 13:45:27.189] 10.28
[2024-02-29 13:45:27.197] 10.38
[2024-02-29 13:45:27.201] -4.19
[2024-02-29 13:45:27.212] -13.00
[2024-02-29 13:45:27.217] -4.22
[2024-02-29 13:45:27.225] 10.63
[2024-02-29 13:45:27.235] 10.97
[2024-02-29 13:45:27.242] -3.53
[2024-02-29 13:45:27.250] -12.50
[2024-02-29 13:45:27.259] -3.81
[2024-02-29 13:45:27.266] 10.81
[2024-02-29 13:45:27.274] 11.19
[2024-02-29 13:45:27.283] -2.91
[2024-02-29 13:45:27.291] -11.50
[2024-02-29 13:45:27.299] -2.97
[2024-02-29 13:45:27.307] 11.03
[2024-02-29 13:45:27.316] 10.69
[2024-02-29 13:45:27.323] -3.97
