[2024-02-29 14:21:25.471] 
[2024-02-29 14:21:27.981] -1.03
[2024-02-29 14:21:27.989] -2.97
[2024-02-29 14:21:27.999] -3.34
[2024-02-29 14:21:28.006] -2.84
[2024-02-29 14:21:28.014] -2.81
[2024-02-29 14:21:28.022] -3.78
[2024-02-29 14:21:28.030] -4.66
[2024-02-29 14:21:28.038] -4.00
[2024-02-29 14:21:28.046] -1.69
[2024-02-29 14:21:28.054] -0.06
[2024-02-29 14:21:28.062] -1.28
[2024-02-29 14:21:28.070] -6.03
[2024-02-29 14:21:28.078] -12.38
[2024-02-29 14:21:28.086] -17.31
[2024-02-29 14:21:28.094] -18.66
[2024-02-29 14:21:28.102] -15.13
[2024-02-29 14:21:28.110] -7.16
[2024-02-29 14:21:28.118] 3.84
[2024-02-29 14:21:28.126] 15.19
[2024-02-29 14:21:28.134] 23.31
[2024-02-29 14:21:28.142] 26.06
[2024-02-29 14:21:28.150] 23.16
[2024-02-29 14:21:28.158] 16.47
[2024-02-29 14:21:28.166] 8.56
[2024-02-29 14:21:28.174] 0.72
[2024-02-29 14:21:28.182] -5.63
[2024-02-29 14:21:28.190] -8.97
[2024-02-29 14:21:28.198] -7.50
[2024-02-29 14:21:28.206] -1.19
[2024-02-29 14:21:28.214] 7.53
[2024-02-29 14:21:28.222] 15.00
[2024-02-29 14:21:28.230] 18.50
[2024-02-29 14:21:28.238] 17.37
[2024-02-29 14:21:28.246] 13.31
[2024-02-29 14:21:28.254] 8.63
[2024-02-29 14:21:28.262] 5.09
[2024-02-29 14:21:28.270] 2.88
[2024-02-29 14:21:28.278] 0.44
[2024-02-29 14:21:28.286] -2.84
[2024-02-29 14:21:28.294] -5.88
[2024-02-29 14:21:28.302] -6.22
[2024-02-29 14:21:28.310] -3.53
[2024-02-29 14:21:28.318] 0.72
[2024-02-29 14:21:28.326] 4.09
[2024-02-29 14:21:28.334] 5.44
[2024-02-29 14:21:28.342] 4.91
[2024-02-29 14:21:28.350] 3.47
[2024-02-29 14:21:28.358] 2.34
[2024-02-29 14:21:28.366] 2.25
[2024-02-29 14:21:28.374] 3.03
[2024-02-29 14:21:28.382] 3.81
[2024-02-29 14:21:28.390] 4.13
[2024-02-29 14:21:28.398] 3.47
[2024-02-29 14:21:28.406] 1.59
[2024-02-29 14:21:28.414] -1.44
[2024-02-29 14:21:28.424] -4.69
[2024-02-29 14:21:28.432] -7.13
[2024-02-29 14:21:28.440] -7.91
[2024-02-29 14:21:28.448] -6.72
[2024-02-29 14:21:28.456] -4.22
[2024-02-29 14:21:28.464] -1.66
[2024-02-29 14:21:28.472] 0.00
[2024-02-29 14:21:28.480] 0.69
[2024-02-29 14:21:28.488] 0.75
[2024-02-29 14:21:28.496] 0.25
[2024-02-29 14:21:28.496] -1.28
[2024-02-29 14:21:28.512] -3.59
[2024-02-29 14:21:28.520] -5.41
[2024-02-29 14:21:28.528] -5.00
[2024-02-29 14:21:28.536] -2.78
[2024-02-29 14:21:28.545] -0.53
[2024-02-29 14:21:28.549] 0.03
[2024-02-29 14:21:28.557] -0.34
[2024-02-29 14:21:28.565] -0.09
[2024-02-29 14:21:28.575] 1.19
[2024-02-29 14:21:28.582] 3.19
[2024-02-29 14:21:28.590] 4.41
[2024-02-29 14:21:28.598] 3.53
[2024-02-29 14:21:28.606] 0.25
[2024-02-29 14:21:28.614] -4.22
[2024-02-29 14:21:28.622] -7.38
[2024-02-29 14:21:28.630] -8.19
[2024-02-29 14:21:28.638] -7.50
[2024-02-29 14:21:28.646] -6.50
[2024-02-29 14:21:28.654] -5.88
[2024-02-29 14:21:28.662] -5.47
[2024-02-29 14:21:28.670] -4.84
[2024-02-29 14:21:28.678] -4.31
[2024-02-29 14:21:28.686] -4.31
[2024-02-29 14:21:28.694] -4.66
[2024-02-29 14:21:28.702] -4.34
[2024-02-29 14:21:28.710] -2.72
[2024-02-29 14:21:28.718] 0.22
[2024-02-29 14:21:28.726] 3.53
[2024-02-29 14:21:28.734] 6.66
[2024-02-29 14:21:28.742] 9.09
[2024-02-29 14:21:28.750] 10.97
[2024-02-29 14:21:28.758] 11.78
[2024-02-29 14:21:28.766] 11.44
[2024-02-29 14:21:28.774] 9.97
[2024-02-29 14:21:28.782] 7.88
[2024-02-29 14:21:28.790] 4.91
[2024-02-29 14:21:28.798] 0.78
[2024-02-29 14:21:28.806] -3.69
[2024-02-29 14:21:28.814] -7.13
[2024-02-29 14:21:28.825] -7.88
[2024-02-29 14:21:28.832] -5.59
[2024-02-29 14:21:28.840] -1.31
[2024-02-29 14:21:28.848] 3.00
[2024-02-29 14:21:28.856] 5.22
[2024-02-29 14:21:28.864] 5.06
[2024-02-29 14:21:28.872] 3.81
[2024-02-29 14:21:28.880] 2.94
[2024-02-29 14:21:28.888] 2.53
[2024-02-29 14:21:28.896] 1.69
[2024-02-29 14:21:28.904] -0.37
[2024-02-29 14:21:28.912] -3.16
[2024-02-29 14:21:28.920] -5.50
[2024-02-29 14:21:28.928] -6.34
[2024-02-29 14:21:28.936] -4.91
[2024-02-29 14:21:28.944] -1.75
[2024-02-29 14:21:28.952] 1.75
[2024-02-29 14:21:28.960] 4.22
[2024-02-29 14:21:28.968] 4.66
[2024-02-29 14:21:28.976] 3.75
[2024-02-29 14:21:28.984] 2.59
[2024-02-29 14:21:28.992] 2.25
[2024-02-29 14:21:29.000] 1.97
[2024-02-29 14:21:29.008] 0.34
[2024-02-29 14:21:29.016] -3.06
[2024-02-29 14:21:29.024] -7.25
[2024-02-29 14:21:29.032] -10.13
[2024-02-29 14:21:29.040] -10.53
[2024-02-29 14:21:29.048] -8.56
[2024-02-29 14:21:29.056] -5.78
[2024-02-29 14:21:29.064] -3.19
[2024-02-29 14:21:29.072] -1.19
[2024-02-29 14:21:29.081] 0.37
[2024-02-29 14:21:29.089] 1.75
[2024-02-29 14:21:29.095] 2.66
[2024-02-29 14:21:29.103] 2.88
[2024-02-29 14:21:29.111] 2.00
[2024-02-29 14:21:29.119] 0.44
[2024-02-29 14:21:29.127] -1.34
[2024-02-29 14:21:29.135] -2.81
[2024-02-29 14:21:29.143] -4.16
[2024-02-29 14:21:29.151] -4.88
[2024-02-29 14:21:29.159] -4.25
[2024-02-29 14:21:29.167] -2.06
[2024-02-29 14:21:29.175] 1.16
[2024-02-29 14:21:29.183] 4.41
[2024-02-29 14:21:29.191] 7.19
[2024-02-29 14:21:29.199] 8.50
[2024-02-29 14:21:29.207] 8.06
[2024-02-29 14:21:29.215] 6.50
[2024-02-29 14:21:29.223] 5.34
[2024-02-29 14:21:29.231] 5.00
[2024-02-29 14:21:29.247] 5.06
[2024-02-29 14:21:29.247] 4.97
[2024-02-29 14:21:29.255] 5.13
[2024-02-29 14:21:29.263] 6.16
[2024-02-29 14:21:29.271] 8.13
[2024-02-29 14:21:29.279] 10.13
[2024-02-29 14:21:29.287] 11.31
[2024-02-29 14:21:29.295] 11.31
[2024-02-29 14:21:29.303] 9.63
[2024-02-29 14:21:29.311] 5.88
[2024-02-29 14:21:29.319] 0.03
[2024-02-29 14:21:29.327] -6.31
[2024-02-29 14:21:29.335] -11.28
[2024-02-29 14:21:29.343] -13.59
[2024-02-29 14:21:29.351] -11.91
[2024-02-29 14:21:29.359] -6.28
[2024-02-29 14:21:29.367] 1.63
[2024-02-29 14:21:29.375] 9.44
[2024-02-29 14:21:29.383] 15.22
[2024-02-29 14:21:29.391] 18.50
[2024-02-29 14:21:29.399] 19.22
[2024-02-29 14:21:29.407] 16.97
[2024-02-29 14:21:29.415] 11.34
[2024-02-29 14:21:29.431] 3.38
[2024-02-29 14:21:29.431] -4.72
[2024-02-29 14:21:29.439] -10.53
[2024-02-29 14:21:29.447] -12.41
[2024-02-29 14:21:29.455] -10.28
[2024-02-29 14:21:29.471] -5.34
[2024-02-29 14:21:29.479] 0.84
[2024-02-29 14:21:29.479] 7.00
[2024-02-29 14:21:29.495] 11.72
[2024-02-29 14:21:29.495] 13.53
[2024-02-29 14:21:29.503] 11.81
[2024-02-29 14:21:29.519] 7.53
[2024-02-29 14:21:29.519] 2.84
[2024-02-29 14:21:29.527] -1.19
[2024-02-29 14:21:29.535] -4.34
[2024-02-29 14:21:29.543] -7.13
[2024-02-29 14:21:29.551] -9.56
[2024-02-29 14:21:29.559] -10.72
[2024-02-29 14:21:29.567] -9.75
[2024-02-29 14:21:29.575] -6.59
[2024-02-29 14:21:29.583] -2.44
[2024-02-29 14:21:29.591] 0.53
[2024-02-29 14:21:29.599] 1.56
[2024-02-29 14:21:29.613] 1.34
[2024-02-29 14:21:29.620] 1.34
[2024-02-29 14:21:29.630] 1.78
[2024-02-29 14:21:29.630] 1.72
[2024-02-29 14:21:29.638] 0.28
[2024-02-29 14:21:29.646] -2.66
[2024-02-29 14:21:29.654] -6.66
[2024-02-29 14:21:29.662] -11.28
[2024-02-29 14:21:29.670] -15.03
[2024-02-29 14:21:29.678] -16.44
[2024-02-29 14:21:29.686] -14.53
[2024-02-29 14:21:29.694] -9.81
[2024-02-29 14:21:29.710] -3.16
[2024-02-29 14:21:29.718] 3.59
[2024-02-29 14:21:29.726] 8.75
[2024-02-29 14:21:29.726] 10.97
[2024-02-29 14:21:29.734] 10.28
[2024-02-29 14:21:29.750] 7.66
[2024-02-29 14:21:29.750] 4.13
[2024-02-29 14:21:29.766] 0.53
[2024-02-29 14:21:29.766] -2.16
[2024-02-29 14:21:29.774] -3.59
[2024-02-29 14:21:29.782] -4.03
[2024-02-29 14:21:29.790] -3.44
[2024-02-29 14:21:29.798] -1.75
[2024-02-29 14:21:29.806] 0.66
[2024-02-29 14:21:29.814] 3.06
[2024-02-29 14:21:29.822] 4.84
[2024-02-29 14:21:29.830] 5.88
[2024-02-29 14:21:29.838] 5.88
[2024-02-29 14:21:29.846] 4.50
[2024-02-29 14:21:29.854] 1.59
[2024-02-29 14:21:29.862] -1.66
[2024-02-29 14:21:29.870] -3.94
[2024-02-29 14:21:29.878] -5.03
[2024-02-29 14:21:29.886] -5.28
[2024-02-29 14:21:29.894] -4.84
[2024-02-29 14:21:29.910] -3.22
[2024-02-29 14:21:29.918] -0.06
[2024-02-29 14:21:29.926] 3.94
[2024-02-29 14:21:29.926] 7.16
[2024-02-29 14:21:29.942] 8.31
[2024-02-29 14:21:29.950] 7.03
[2024-02-29 14:21:29.958] 3.97
[2024-02-29 14:21:29.966] 0.37
[2024-02-29 14:21:29.974] -2.75
[2024-02-29 14:21:29.974] -4.63
[2024-02-29 14:21:29.982] -4.97
[2024-02-29 14:21:29.990] -3.28
[2024-02-29 14:21:29.998] 0.25
[2024-02-29 14:21:30.006] 4.66
[2024-02-29 14:21:30.014] 8.75
[2024-02-29 14:21:30.022] 11.31
[2024-02-29 14:21:30.030] 12.16
[2024-02-29 14:21:30.038] 11.50
[2024-02-29 14:21:30.046] 9.66
[2024-02-29 14:21:30.062] 5.97
[2024-02-29 14:21:30.062] -0.31
[2024-02-29 14:21:30.070] -8.44
[2024-02-29 14:21:30.078] -16.25
[2024-02-29 14:21:30.094] -19.91
[2024-02-29 14:21:30.102] -17.16
[2024-02-29 14:21:30.102] -9.13
[2024-02-29 14:21:30.118] 0.72
[2024-02-29 14:21:30.126] 9.28
[2024-02-29 14:21:30.134] 14.66
[2024-02-29 14:21:30.142] 15.63
[2024-02-29 14:21:30.146] 11.88
[2024-02-29 14:21:30.156] 4.81
[2024-02-29 14:21:30.165] -2.81
[2024-02-29 14:21:30.171] -8.44
[2024-02-29 14:21:30.179] -11.28
[2024-02-29 14:21:30.187] -11.72
[2024-02-29 14:21:30.195] -10.59
[2024-02-29 14:21:30.203] -8.78
[2024-02-29 14:21:30.211] -6.03
[2024-02-29 14:21:30.219] -1.50
[2024-02-29 14:21:30.227] 5.19
[2024-02-29 14:21:30.235] 12.84
[2024-02-29 14:21:30.243] 19.19
[2024-02-29 14:21:30.251] 21.75
[2024-02-29 14:21:30.259] 19.81
[2024-02-29 14:21:30.267] 14.28
[2024-02-29 14:21:30.275] 7.44
[2024-02-29 14:21:30.283] 2.25
[2024-02-29 14:21:30.291] -0.37
[2024-02-29 14:21:30.299] -0.91
[2024-02-29 14:21:30.307] -0.75
[2024-02-29 14:21:30.315] -0.44
[2024-02-29 14:21:30.323] 0.31
[2024-02-29 14:21:30.331] 1.69
[2024-02-29 14:21:30.339] 2.88
[2024-02-29 14:21:30.347] 3.69
[2024-02-29 14:21:30.355] 4.56
[2024-02-29 14:21:30.363] 6.06
[2024-02-29 14:21:30.379] 7.53
[2024-02-29 14:21:30.387] 8.00
[2024-02-29 14:21:30.395] 6.47
[2024-02-29 14:21:30.395] 2.94
[2024-02-29 14:21:30.403] -1.69
[2024-02-29 14:21:30.411] -5.53
[2024-02-29 14:21:30.419] -7.47
[2024-02-29 14:21:30.427] -7.44
[2024-02-29 14:21:30.435] -6.53
[2024-02-29 14:21:30.443] -5.75
[2024-02-29 14:21:30.451] -4.81
[2024-02-29 14:21:30.459] -3.34
[2024-02-29 14:21:30.467] -1.16
[2024-02-29 14:21:30.475] 1.06
[2024-02-29 14:21:30.483] 2.06
[2024-02-29 14:21:30.491] 1.25
[2024-02-29 14:21:30.499] -0.75
[2024-02-29 14:21:30.507] -2.72
[2024-02-29 14:21:30.515] -3.44
[2024-02-29 14:21:30.523] -3.56
[2024-02-29 14:21:30.531] -3.81
[2024-02-29 14:21:30.539] -4.50
[2024-02-29 14:21:30.547] -5.19
[2024-02-29 14:21:30.555] -6.09
[2024-02-29 14:21:30.563] -7.03
[2024-02-29 14:21:30.571] -7.44
[2024-02-29 14:21:30.579] -5.81
[2024-02-29 14:21:30.587] -1.56
[2024-02-29 14:21:30.595] 4.50
[2024-02-29 14:21:30.603] 10.38
[2024-02-29 14:21:30.611] 13.59
[2024-02-29 14:21:30.619] 12.75
[2024-02-29 14:21:30.627] 8.09
[2024-02-29 14:21:30.635] 1.88
[2024-02-29 14:21:30.643] -2.75
[2024-02-29 14:21:30.651] -3.44
[2024-02-29 14:21:30.659] -0.22
[2024-02-29 14:21:30.667] 4.41
[2024-02-29 14:21:30.679] 7.31
[2024-02-29 14:21:30.687] 7.63
[2024-02-29 14:21:30.695] 6.53
[2024-02-29 14:21:30.696] 5.94
[2024-02-29 14:21:30.704] 6.38
[2024-02-29 14:21:30.712] 6.63
[2024-02-29 14:21:30.720] 5.47
[2024-02-29 14:21:30.728] 3.22
[2024-02-29 14:21:30.736] 1.12
[2024-02-29 14:21:30.752] 0.53
[2024-02-29 14:21:30.752] 1.31
[2024-02-29 14:21:30.760] 2.22
[2024-02-29 14:21:30.768] 2.16
[2024-02-29 14:21:30.776] 0.81
[2024-02-29 14:21:30.784] -0.75
[2024-02-29 14:21:30.792] -1.75
[2024-02-29 14:21:30.800] -1.53
[2024-02-29 14:21:30.808] -0.81
[2024-02-29 14:21:30.816] -0.37
[2024-02-29 14:21:30.824] -0.22
[2024-02-29 14:21:30.832] 0.09
[2024-02-29 14:21:30.840] 0.44
[2024-02-29 14:21:30.848] 0.66
[2024-02-29 14:21:30.856] 0.88
[2024-02-29 14:21:30.864] 1.50
[2024-02-29 14:21:30.872] 2.47
[2024-02-29 14:21:30.880] 2.53
[2024-02-29 14:21:30.888] 0.94
[2024-02-29 14:21:30.896] -1.56
[2024-02-29 14:21:30.904] -3.22
[2024-02-29 14:21:30.912] -2.88
[2024-02-29 14:21:30.920] -0.91
[2024-02-29 14:21:30.928] 0.97
[2024-02-29 14:21:30.944] 0.63
[2024-02-29 14:21:30.944] -2.03
[2024-02-29 14:21:30.952] -5.38
[2024-02-29 14:21:30.960] -6.91
[2024-02-29 14:21:30.968] -5.22
[2024-02-29 14:21:30.976] -0.88
[2024-02-29 14:21:30.984] 4.38
[2024-02-29 14:21:30.992] 7.97
[2024-02-29 14:21:31.000] 8.56
[2024-02-29 14:21:31.008] 6.53
[2024-02-29 14:21:31.016] 3.91
[2024-02-29 14:21:31.024] 2.16
[2024-02-29 14:21:31.032] 1.12
[2024-02-29 14:21:31.040] -0.97
[2024-02-29 14:21:31.048] -5.22
[2024-02-29 14:21:31.056] -11.00
[2024-02-29 14:21:31.064] -15.91
[2024-02-29 14:21:31.072] -18.16
[2024-02-29 14:21:31.088] -17.06
[2024-02-29 14:21:31.096] -13.75
[2024-02-29 14:21:31.096] -9.69
[2024-02-29 14:21:31.104] -6.41
[2024-02-29 14:21:31.112] -5.22
[2024-02-29 14:21:31.120] -6.16
[2024-02-29 14:21:31.136] -8.13
[2024-02-29 14:21:31.144] -8.72
[2024-02-29 14:21:31.144] -6.34
[2024-02-29 14:21:31.152] -1.41
[2024-02-29 14:21:31.160] 4.25
[2024-02-29 14:21:31.168] 8.69
[2024-02-29 14:21:31.176] 11.63
[2024-02-29 14:21:31.184] 14.13
[2024-02-29 14:21:31.192] 15.91
[2024-02-29 14:21:31.207] 16.62
[2024-02-29 14:21:31.215] 15.69
[2024-02-29 14:21:31.222] 14.22
[2024-02-29 14:21:31.230] 13.44
[2024-02-29 14:21:31.238] 13.84
[2024-02-29 14:21:31.246] 14.16
[2024-02-29 14:21:31.254] 12.81
[2024-02-29 14:21:31.262] 9.69
[2024-02-29 14:21:31.270] 5.72
[2024-02-29 14:21:31.286] 2.13
[2024-02-29 14:21:31.294] -0.66
[2024-02-29 14:21:31.310] -2.34
[2024-02-29 14:21:31.310] -2.50
[2024-02-29 14:21:31.318] -0.72
[2024-02-29 14:21:31.326] 2.38
[2024-02-29 14:21:31.326] 4.81
[2024-02-29 14:21:31.334] 4.47
[2024-02-29 14:21:31.342] 0.81
[2024-02-29 14:21:31.350] -4.16
[2024-02-29 14:21:31.358] -8.19
[2024-02-29 14:21:31.366] -10.59
[2024-02-29 14:21:31.374] -11.78
[2024-02-29 14:21:31.382] -12.38
[2024-02-29 14:21:31.390] -11.97
[2024-02-29 14:21:31.398] -9.88
[2024-02-29 14:21:31.406] -6.78
[2024-02-29 14:21:31.414] -5.34
[2024-02-29 14:21:31.422] -7.09
[2024-02-29 14:21:31.430] -11.72
[2024-02-29 14:21:31.438] -17.06
[2024-02-29 14:21:31.454] -20.66
[2024-02-29 14:21:31.454] -21.12
[2024-02-29 14:21:31.462] -17.53
[2024-02-29 14:21:31.470] -10.16
[2024-02-29 14:21:31.478] -0.81
[2024-02-29 14:21:31.486] 8.00
[2024-02-29 14:21:31.502] 13.75
[2024-02-29 14:21:31.502] 14.94
[2024-02-29 14:21:31.510] 11.72
[2024-02-29 14:21:31.518] 5.88
[2024-02-29 14:21:31.526] 0.00
[2024-02-29 14:21:31.534] -4.16
[2024-02-29 14:21:31.542] -6.84
[2024-02-29 14:21:31.550] -9.47
[2024-02-29 14:21:31.558] -13.25
[2024-02-29 14:21:31.566] -17.41
[2024-02-29 14:21:31.574] -19.28
[2024-02-29 14:21:31.582] -16.22
[2024-02-29 14:21:31.590] -8.41
[2024-02-29 14:21:31.598] 1.63
[2024-02-29 14:21:31.606] 10.03
[2024-02-29 14:21:31.614] 14.00
[2024-02-29 14:21:31.622] 12.78
[2024-02-29 14:21:31.630] 8.25
[2024-02-29 14:21:31.638] 3.59
[2024-02-29 14:21:31.646] 1.37
[2024-02-29 14:21:31.654] 2.06
[2024-02-29 14:21:31.662] 4.66
[2024-02-29 14:21:31.670] 7.53
[2024-02-29 14:21:31.678] 9.19
[2024-02-29 14:21:31.686] 9.25
[2024-02-29 14:21:31.694] 7.47
[2024-02-29 14:21:31.702] 4.72
[2024-02-29 14:21:31.710] 1.84
[2024-02-29 14:21:31.718] -0.34
[2024-02-29 14:21:31.726] -2.09
[2024-02-29 14:21:31.735] -4.19
[2024-02-29 14:21:31.744] -7.63
[2024-02-29 14:21:31.745] -12.63
[2024-02-29 14:21:31.758] -17.69
[2024-02-29 14:21:31.766] -19.94
[2024-02-29 14:21:31.774] -17.56
[2024-02-29 14:21:31.782] -11.56
[2024-02-29 14:21:31.790] -4.66
[2024-02-29 14:21:31.798] 0.25
[2024-02-29 14:21:31.806] 2.16
[2024-02-29 14:21:31.814] 1.94
[2024-02-29 14:21:31.822] 1.63
[2024-02-29 14:21:31.830] 2.53
[2024-02-29 14:21:31.838] 4.72
[2024-02-29 14:21:31.846] 7.59
[2024-02-29 14:21:31.854] 10.59
[2024-02-29 14:21:31.862] 13.13
[2024-02-29 14:21:31.870] 15.34
[2024-02-29 14:21:31.878] 17.44
[2024-02-29 14:21:31.886] 19.25
[2024-02-29 14:21:31.894] 19.84
[2024-02-29 14:21:31.902] 18.19
[2024-02-29 14:21:31.910] 14.22
[2024-02-29 14:21:31.918] 9.50
[2024-02-29 14:21:31.926] 6.25
[2024-02-29 14:21:31.934] 6.22
[2024-02-29 14:21:31.942] 8.75
[2024-02-29 14:21:31.950] 12.25
[2024-02-29 14:21:31.958] 15.16
[2024-02-29 14:21:31.966] 15.53
[2024-02-29 14:21:31.974] 12.72
[2024-02-29 14:21:31.982] 7.75
[2024-02-29 14:21:31.990] 2.94
[2024-02-29 14:21:31.998] 0.37
[2024-02-29 14:21:32.006] 1.00
[2024-02-29 14:21:32.014] 3.75
[2024-02-29 14:21:32.022] 5.88
[2024-02-29 14:21:32.030] 5.44
[2024-02-29 14:21:32.038] 3.13
[2024-02-29 14:21:32.046] 1.53
[2024-02-29 14:21:32.054] 2.63
[2024-02-29 14:21:32.062] 6.38
[2024-02-29 14:21:32.070] 11.22
[2024-02-29 14:21:32.078] 15.44
[2024-02-29 14:21:32.086] 17.59
[2024-02-29 14:21:32.094] 17.22
[2024-02-29 14:21:32.102] 15.00
[2024-02-29 14:21:32.110] 12.69
[2024-02-29 14:21:32.126] 11.78
[2024-02-29 14:21:32.134] 11.66
[2024-02-29 14:21:32.134] 10.81
[2024-02-29 14:21:32.150] 8.50
[2024-02-29 14:21:32.190] 5.25
[2024-02-29 14:21:32.198] 1.88
[2024-02-29 14:21:32.198] -0.69
[2024-02-29 14:21:32.198] -1.22
[2024-02-29 14:21:32.198] 0.78
[2024-02-29 14:21:32.198] 3.44
[2024-02-29 14:21:32.198] 4.72
[2024-02-29 14:21:32.206] 3.69
[2024-02-29 14:21:32.214] 1.19
[2024-02-29 14:21:32.222] -1.34
[2024-02-29 14:21:32.222] -2.88
[2024-02-29 14:21:32.230] -3.38
[2024-02-29 14:21:32.246] -3.16
[2024-02-29 14:21:32.246] -3.13
[2024-02-29 14:21:32.254] -2.84
[2024-02-29 14:21:32.273] -1.19
[2024-02-29 14:21:32.277] 2.81
[2024-02-29 14:21:32.285] 7.56
[2024-02-29 14:21:32.325] 10.69
[2024-02-29 14:21:32.325] 9.59
[2024-02-29 14:21:32.325] 4.53
[2024-02-29 14:21:32.325] -2.44
[2024-02-29 14:21:32.325] -8.41
[2024-02-29 14:21:32.333] -11.31
[2024-02-29 14:21:32.341] -10.75
[2024-02-29 14:21:32.349] -8.28
[2024-02-29 14:21:32.357] -6.09
[2024-02-29 14:21:32.365] -5.59
[2024-02-29 14:21:32.373] -6.06
[2024-02-29 14:21:32.381] -6.22
[2024-02-29 14:21:32.389] -5.56
[2024-02-29 14:21:32.397] -5.03
[2024-02-29 14:21:32.405] -5.47
[2024-02-29 14:21:32.413] -7.00
[2024-02-29 14:21:32.421] -8.78
[2024-02-29 14:21:32.429] -10.47
[2024-02-29 14:21:32.437] -12.00
[2024-02-29 14:21:32.445] -12.78
[2024-02-29 14:21:32.453] -11.69
[2024-02-29 14:21:32.461] -8.66
[2024-02-29 14:21:32.469] -4.69
[2024-02-29 14:21:32.477] -2.00
[2024-02-29 14:21:32.485] -1.94
[2024-02-29 14:21:32.493] -3.72
[2024-02-29 14:21:32.501] -5.63
[2024-02-29 14:21:32.509] -5.56
[2024-02-29 14:21:32.517] -3.09
[2024-02-29 14:21:32.525] 0.31
[2024-02-29 14:21:32.533] 2.47
[2024-02-29 14:21:32.541] 1.78
[2024-02-29 14:21:32.549] -1.69
[2024-02-29 14:21:32.557] -5.66
[2024-02-29 14:21:32.565] -7.63
[2024-02-29 14:21:32.573] -6.81
[2024-02-29 14:21:32.581] -4.28
[2024-02-29 14:21:32.589] -2.81
[2024-02-29 14:21:32.597] -3.69
[2024-02-29 14:21:32.605] -5.94
[2024-02-29 14:21:32.613] -7.06
[2024-02-29 14:21:32.621] -5.31
[2024-02-29 14:21:32.629] -1.28
[2024-02-29 14:21:32.637] 2.09
[2024-02-29 14:21:32.645] 2.88
[2024-02-29 14:21:32.653] 0.91
[2024-02-29 14:21:32.661] -2.31
[2024-02-29 14:21:32.669] -4.88
[2024-02-29 14:21:32.677] -5.44
[2024-02-29 14:21:32.685] -4.31
[2024-02-29 14:21:32.693] -2.19
[2024-02-29 14:21:32.701] 0.56
[2024-02-29 14:21:32.709] 4.28
[2024-02-29 14:21:32.717] 7.91
[2024-02-29 14:21:32.725] 9.56
[2024-02-29 14:21:32.733] 6.75
[2024-02-29 14:21:32.741] -0.81
[2024-02-29 14:21:32.749] -10.53
[2024-02-29 14:21:32.757] -18.87
[2024-02-29 14:21:32.765] -23.62
[2024-02-29 14:21:32.773] -25.31
[2024-02-29 14:21:32.781] -24.97
[2024-02-29 14:21:32.790] -23.25
[2024-02-29 14:21:32.802] -20.53
[2024-02-29 14:21:32.809] -17.50
[2024-02-29 14:21:32.818] -14.66
[2024-02-29 14:21:32.826] -11.94
[2024-02-29 14:21:32.826] -9.34
[2024-02-29 14:21:32.834] -7.44
[2024-02-29 14:21:32.842] -6.97
[2024-02-29 14:21:32.850] -7.75
[2024-02-29 14:21:32.858] -8.88
[2024-02-29 14:21:32.866] -9.63
[2024-02-29 14:21:32.874] -9.66
[2024-02-29 14:21:32.882] -9.03
[2024-02-29 14:21:32.898] -7.06
[2024-02-29 14:21:32.898] -3.56
[2024-02-29 14:21:32.914] 0.63
[2024-02-29 14:21:32.922] 4.19
[2024-02-29 14:21:32.930] 6.00
[2024-02-29 14:21:32.938] 6.56
[2024-02-29 14:21:32.946] 7.00
[2024-02-29 14:21:32.954] 8.16
[2024-02-29 14:21:32.962] 9.91
[2024-02-29 14:21:32.970] 11.66
[2024-02-29 14:21:32.978] 12.63
[2024-02-29 14:21:32.978] 13.06
[2024-02-29 14:21:32.994] 13.69
[2024-02-29 14:21:32.994] 14.91
[2024-02-29 14:21:33.002] 16.37
[2024-02-29 14:21:33.010] 17.62
[2024-02-29 14:21:33.018] 17.66
[2024-02-29 14:21:33.026] 16.25
[2024-02-29 14:21:33.034] 13.34
[2024-02-29 14:21:33.042] 10.53
[2024-02-29 14:21:33.050] 9.56
[2024-02-29 14:21:33.058] 11.56
[2024-02-29 14:21:33.074] 16.62
[2024-02-29 14:21:33.082] 23.69
[2024-02-29 14:21:33.090] 30.72
[2024-02-29 14:21:33.098] 35.31
[2024-02-29 14:21:33.106] 36.06
[2024-02-29 14:21:33.114] 32.84
[2024-02-29 14:21:33.122] 27.50
[2024-02-29 14:21:33.130] 22.12
[2024-02-29 14:21:33.138] 17.59
[2024-02-29 14:21:33.146] 14.19
[2024-02-29 14:21:33.154] 12.56
[2024-02-29 14:21:33.162] 14.16
[2024-02-29 14:21:33.170] 20.16
[2024-02-29 14:21:33.170] 29.12
[2024-02-29 14:21:33.178] 37.38
[2024-02-29 14:21:33.186] 40.53
[2024-02-29 14:21:33.194] 36.34
[2024-02-29 14:21:33.202] 25.16
[2024-02-29 14:21:33.218] 9.53
[2024-02-29 14:21:33.218] -6.59
[2024-02-29 14:21:33.226] -18.91
[2024-02-29 14:21:33.242] -25.28
[2024-02-29 14:21:33.250] -26.94
[2024-02-29 14:21:33.258] -26.69
[2024-02-29 14:21:33.266] -25.69
[2024-02-29 14:21:33.274] -23.06
[2024-02-29 14:21:33.282] -17.72
[2024-02-29 14:21:33.290] -10.22
[2024-02-29 14:21:33.298] -3.16
[2024-02-29 14:21:33.306] 0.53
